uid,id.orig_p,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,device
CfpwDt04usob6J7Dd,37894,80,tcp,http,0.115778,691,2633,SF,T,T,0,ShADadfF,7,1063,6,2953,-,6,D-LinkCam
CLBXPp3VuEcat9TVK1,0,0,unknown_transport,-,0.000022,0,0,OTH,T,T,0,-,2,80,0,0,-,2,D-LinkCam
CBzKx22P3v1jwteefg,68,67,udp,dhcp,0.014891,1204,0,S0,T,T,0,D,4,1316,0,0,-,17,D-LinkCam
CWrRwC23jbdNKsp3Kc,3,1,icmp,-,-,-,-,OTH,F,T,0,-,1,56,0,0,-,1,D-LinkCam
CpYeDAIRN72E6wvq1,52993,80,tcp,http,0.125080,693,666,SF,T,T,0,ShADadfF,6,1013,5,934,-,6,D-LinkCam
Cwvrc14XvNy6o7wR9h,45077,80,tcp,http,0.472503,803,558,SF,T,T,0,ShADadfF,5,1071,5,826,-,6,D-LinkCam
C8glJX1MViumUpJUrc,46188,80,tcp,http,0.083163,691,2633,SF,T,T,0,ShADadfF,6,1011,6,2953,-,6,D-LinkCam
CEjY5S2SlTZmIsoZC3,44542,123,udp,ntp,0.096894,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,D-LinkCam
CaIFoMkQTIzWVi2ve,38652,80,tcp,http,3.833181,1018,601,SF,T,T,0,ShADadfF,5,1286,5,869,-,6,D-LinkCam
CT41bQ1JV7jbQ8ptFh,38436,80,tcp,http,0.048790,693,1093,SF,T,T,0,ShADadfF,5,961,5,1361,-,6,D-LinkCam
CpkaY542kPkMHdQ2Zb,55197,80,tcp,http,0.293180,858,605,SF,T,T,0,ShADadfF,5,1126,5,873,-,6,D-LinkCam
CxV0Vt4cFQ8j5huVR4,1900,1900,udp,-,4.123540,19456,0,S0,T,T,0,D,84,21808,0,0,-,17,D-LinkCam
CNJgGnYMkjhvly0Gj,35068,80,tcp,http,4.452625,691,767,SF,T,T,0,ShADadfF,5,959,5,1035,-,6,D-LinkCam
CHsoNm3CtUNks86Reg,33150,53,udp,dns,0.000125,47,143,SF,T,T,0,Dd,1,75,1,171,-,17,D-LinkCam
CRXPkE4QykcMxCawg2,35611,80,tcp,http,0.039472,863,585,SF,T,T,0,ShADadfF,6,1183,5,853,-,6,D-LinkCam
Cpwkmw2iQ2GYbmVteb,5353,5353,udp,dns,48.145806,32188,0,S0,T,T,0,D,196,37676,0,0,-,17,D-LinkCam
Cg6KmS3KLbiY4oCk9,59605,1900,udp,-,5.009689,538,0,S0,T,T,0,D,4,650,0,0,-,17,D-LinkCam
CtbuKYcGttFsfrl1f,58141,1900,udp,-,15.030349,1006,0,S0,T,T,0,D,8,1230,0,0,-,17,D-LinkCam
CKT6Kl2NvBxC73Xr13,40818,1900,udp,-,15.026714,1006,0,S0,T,T,0,D,8,1230,0,0,-,17,D-LinkCam
CwsiQQ2RJ0RtmmD1ub,54998,443,tcp,ssl,1.268960,1475,4351,S1,T,F,0,ShADad,14,2211,9,4827,-,6,D-LinkCam
CMDQrD4tfoF3uHmSw3,62976,62976,udp,-,89.991650,2536,0,S0,T,T,0,D,8,2760,0,0,-,17,D-LinkCam
C0N6iUYqRLshHrze1,0,0,unknown_transport,-,71.028464,0,0,OTH,T,T,0,-,34,1472,0,0,-,2,D-LinkCam
CJXFfn2emo2ZcgcBOb,52650,80,tcp,http,1.855298,1020,601,S2,T,T,0,ShADadF,5,1288,4,817,-,6,D-LinkCam
CNF6No3lwn5xZktkCk,49750,443,tcp,-,3.009864,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
Cl9pme11CLCh7or8aj,39509,5228,tcp,-,3.011791,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
CdIY431TASEuO6hC3e,51008,443,tcp,-,3.013786,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
Cpe4BOx6H0V6GK4Lc,4123,3475,tcp,-,0.356419,349,13,SF,T,F,0,ShADadFf,6,601,4,185,-,6,WeMoLink
CmVwXD3J3uf9pN0kil,2649,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,76,0,0,-,17,WeMoLink
C0E1se2maFMRpScEii,49750,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CAQmIB2Lbfu5SNNL6a,3073,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,58,0,0,-,17,WeMoLink
CQ1BqGkEkMCI2PQga,36245,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,WeMoLink
C37Opd1VFIkaV2S93e,4442,8443,tcp,ssl,1.982153,24087,7144,SF,T,F,0,ShADadFfR,34,25459,30,8356,-,6,WeMoLink
CxBy3m2SmdJbSTikV4,29761,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,70,0,0,-,17,WeMoLink
Cg1nOtWTCIWfonPji,39509,5228,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CIiSCB2Mop6Vl7mEWi,51008,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
C6xW2423YphtEUf77,3565,8443,tcp,ssl,0.851799,9863,6472,SF,T,F,0,ShADadFfR,22,10755,17,7164,-,6,WeMoLink
CAfjuo3nPhSWETDbQc,58362,443,tcp,-,3.012949,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
CQjR2w2DF4ObYYnXQ3,49750,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CM0Q5J3RSouVwSMf1j,50203,443,tcp,-,3.002128,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
Cdu9QLJOr6bNqgpl,23191,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,72,0,0,-,17,WeMoLink
CmV8qa2OPoKDP5fDR3,39509,5228,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CgCerJ3PL9m1BpNq2a,40236,443,tcp,-,1.010535,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CsS3syZG1qLnkqCw2,56205,443,tcp,-,3.007989,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
C9HykQEYK7hpEnrTk,51008,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CglgOH2SMXJ1vCgXWk,48705,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,64,0,0,-,17,WeMoLink
CPiZy2AkBlTZsWz2b,58362,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CaCCOE4XDc5ejVW4vg,3854,8443,tcp,ssl,0.686703,1299,5688,SF,T,F,0,ShADadFfRR,15,1911,13,6220,-,6,WeMoLink
Czek8xbrrZdrMu0Y5,52597,443,tcp,-,1.003446,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
COG8I21xDj1TcH02E6,3074,53,udp,dns,5.643825,60,0,S0,T,T,0,Dc,2,116,0,0,-,17,WeMoLink
CZLglH11b9MDYGwGFh,50203,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
Cff3tK3SegpuG8Nhw7,36596,443,tcp,-,0.991722,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CEqSZU2mjYPHTyMwh5,56886,5228,tcp,-,3.011796,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
CM3gQD1xS5MkWJ97Yc,40867,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,62,0,0,-,17,WeMoLink
CJh6172zlLGKz8EIi7,23075,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,65,0,0,-,17,WeMoLink
CPcoltiWW7df4UAdg,58165,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,64,0,0,-,17,WeMoLink
CARjDibuvYOkV4GAc,57760,443,tcp,-,0.999933,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CURHXj2PBlOyJNps3h,3077,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,58,0,0,-,17,WeMoLink
CYlbcy1JNovLJzevp8,56205,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
COCokH3W2GaCZ7uEQk,45203,443,tcp,-,1.005657,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CTdO9p1wYHIimhwZul,58362,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CmK2oygA1zM1ZhcM4,24385,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,67,0,0,-,17,WeMoLink
CocrIR2tC3lkHlQeZ1,42996,443,tcp,-,1.004474,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CBt4tB1UX8G4A31db7,55104,443,tcp,-,3.001570,0,0,S0,T,F,0,S,3,180,0,0,-,6,WeMoLink
Cs7Wd51WzegVO8ccb,56886,5228,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CMYpN52qQ96woRXcAh,50203,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
Cb3sco1Mvll6eKPdP9,59926,443,tcp,-,1.001890,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CleviSdHBpgvOOlPi,49750,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CKgWOQ35Yz19p1lPE5,3380,8443,tcp,ssl,1.591914,32153,6472,SF,T,F,0,ShADadFfR,42,33845,30,7684,-,6,WeMoLink
CDPhmK3xIfzsOZcWcc,48913,8443,tcp,-,1.007899,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CgkNaj0svrqzFME2h,58441,443,tcp,-,0.987788,0,0,S0,T,F,0,S,2,120,0,0,-,6,WeMoLink
CiKlvH17jPnf7Kb0Hc,56205,443,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,6,WeMoLink
CaE0tJ2DZNXUtAfYA9,3077,53,udp,dns,3.440176,60,0,S0,T,T,0,Dc,2,116,0,0,-,17,WeMoLink
C7N9yG4iD9YgSRt6ek,3121,8443,tcp,ssl,1.673826,23220,6200,SF,T,F,0,ShADadFfR,32,24512,30,7412,-,6,WeMoLink
CDKqoI1mnK1xp8x0hd,16357,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,58,0,0,-,17,WeMoLink
CGt7UWhXVB4VUcKmf,3522,8443,tcp,ssl,0.751654,1411,5736,SF,T,F,0,ShADadFfR,14,1983,12,6228,-,6,WeMoLink
CL9Enf1QCyr5bIRfYe,3078,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,58,0,0,-,17,WeMoLink
COMLbb3nty0SXXn7Ie,68,67,udp,dhcp,0.028178,728,0,S0,T,T,0,D,2,784,0,0,-,17,WeMoLink
CnUYRiQTycfmUFzyh,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,WeMoLink
CSWT1C4ZyVVfAtrQu6,3073,123,udp,ntp,3.257864,96,0,S0,T,F,0,D,2,152,0,0,-,17,WeMoLink
C4BjCD43QHVQ7vzfX4,8,0,icmp,-,3.015419,224,224,OTH,T,F,0,-,4,336,4,336,-,1,WeMoLink
Cey4TE45h2h5lqikze,3,13,icmp,-,-,-,-,OTH,F,T,0,-,1,56,0,0,-,1,WeMoLink
Ck0k2n1c4HpFgjF6Yf,3073,123,udp,ntp,0.014146,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,WeMoLink
CdAWZ02hyQU8UG4tMi,3074,123,udp,ntp,0.014157,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,WeMoLink
CxmRy84GslOorAA60g,8,0,icmp,-,2.012239,168,168,OTH,T,T,0,-,3,252,3,252,-,1,WeMoLink
Cd99uc1zhkyLxCT0Fg,0,0,unknown_transport,-,9.911952,0,0,OTH,T,T,0,-,2,80,0,0,-,2,WeMoLink
CViM4G4i7IPSkKyES4,3075,123,udp,ntp,-,-,-,S0,T,F,0,D,1,76,0,0,-,17,WeMoLink
CEZtZfg9YgJrRlcxl,3076,123,udp,ntp,0.014216,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,WeMoLink
CsMUcz38h27ojtbZRf,3230,3478,tcp,-,27.241733,508,464,S1,T,F,0,ShADad,10,920,8,796,-,6,WeMoLink
Cm7PZj1DdsrP1y8qXb,3077,123,udp,ntp,1.011986,96,96,SF,T,F,0,Dd,2,152,2,152,-,17,WeMoLink
CXPAqUZE1hfjJRBa1,3076,123,udp,ntp,-,-,-,S0,T,F,0,D,1,76,0,0,-,17,WeMoLink
CT6Fjt491AwCpFJYE9,3078,1900,udp,-,0.023977,5279,0,S0,T,T,0,D,13,5643,0,0,-,17,WeMoLink
CjA7W43vgyZv2ZulJ9,3074,123,udp,ntp,-,-,-,S0,T,F,0,D,1,76,0,0,-,17,WeMoLink
CMYwpe44107oohl42a,50443,34418,tcp,-,0.001624,37,0,RSTR,F,T,0,DFr,2,141,2,80,-,6,TP-LinkPlugHS110
CkMLdHmGSRFjCyNq1,59654,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,61,0,0,-,17,TP-LinkPlugHS110
COyPKb2OYWpn9SY3C4,56072,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,TP-LinkPlugHS110
CUpg3z5fIf3jE3kh6,48959,50443,tcp,ssl,32.984596,4835,4834,S1,T,F,0,ShADad,22,5987,17,5726,-,6,TP-LinkPlugHS110
Csigls2b0ci7NDXw8b,56495,123,udp,ntp,0.164798,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,TP-LinkPlugHS110
CNCQY03IIHaLoBKf2h,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,TP-LinkPlugHS110
CQVLeisyL5CxZhm19,68,67,udp,dhcp,0.004477,1096,0,S0,T,T,0,D,2,1152,0,0,-,17,TP-LinkPlugHS110
CQxmUN39a8bmkLAtE,143,0,icmp,-,-,-,-,OTH,T,F,0,-,1,76,0,0,-,58,EdnetCam2
CoPEgz164ckZX0XC17,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,EdnetCam2
C11GO03FhM9bozUkl7,3072,69,udp,-,8.919745,297,0,S0,T,T,0,D,11,605,0,0,-,17,EdnetCam2
C1YHwxWDNximPTXk5,133,134,icmp,-,4.022121,16,0,OTH,T,F,0,-,2,112,0,0,-,58,EdnetCam2
CdB9gi4RHV9J7hQpL,68,67,udp,dhcp,0.037850,1096,0,S0,T,T,0,D,2,1152,0,0,-,17,EdnetCam2
C47rlx3NCTmzJQeaCj,0,0,unknown_transport,-,-,-,-,OTH,T,T,0,-,1,32,0,0,-,2,iKettle2
COzO0c33wv20yurJHi,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,iKettle2
CuXwFy4qpHq0yadkY9,68,67,udp,dhcp,0.008208,616,0,S0,T,T,0,D,2,672,0,0,-,17,iKettle2
CgPPpOvPeFBdQxrA8,50443,38855,tcp,-,23.139602,431,0,RSTR,F,T,0,DTFr,8,2029,1,40,-,6,TP-LinkPlugHS100
C3feBq3VWKKSWU4zMj,40313,50443,tcp,ssl,2.299917,1110,4142,RSTO,T,F,0,ShADadfR,15,1898,12,4774,-,6,TP-LinkPlugHS100
Cab3vR1y9FKEs0JT28,53004,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,61,0,0,-,17,TP-LinkPlugHS100
CVKroQ3oA9Yq5vJQ74,37142,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,TP-LinkPlugHS100
CC1xUx2R1428RgkF2k,41608,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,TP-LinkPlugHS100
Cm3dwx3ukzG7ddncf,44989,123,udp,ntp,0.052301,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,TP-LinkPlugHS100
C84PBt2O54MrKzkPZj,39106,50443,tcp,ssl,11.426074,2287,4296,S1,T,F,0,ShADad,18,3231,12,4928,-,6,TP-LinkPlugHS100
CowZ6j4cKeB5I3cAe7,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,TP-LinkPlugHS100
CFPWMf43tX8U4f84c4,68,67,udp,dhcp,0.004600,1096,0,S0,T,T,0,D,2,1152,0,0,-,17,TP-LinkPlugHS100
CHDXdz2H8PqCGO7Lm8,59904,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,Aria
COYx5j4iSAKgrhpQGf,62997,80,tcp,http,0.556530,227,1230,SF,T,F,0,ShADadFf,8,567,9,1598,-,6,Aria
C1oqkISfTkXG3Bfug,60366,80,tcp,http,0.299975,194,725,SF,T,F,0,ShADadFf,7,494,6,973,-,6,Aria
CFen2O3vEXqPZAum1,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,Aria
CnmCU02o8LFTektjze,68,67,udp,dhcp,2.109718,1200,0,S0,T,T,0,D,4,1312,0,0,-,17,Aria
CYkRdLUbWzXI2CI74,0,0,unknown_transport,-,-,-,-,OTH,T,T,0,-,1,32,0,0,-,2,SmarterCoffee
CX8MyN2RnC0ZBq5opb,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,SmarterCoffee
CSDxta37AR7OFgZ7Zh,68,67,udp,dhcp,0.009283,616,0,S0,T,T,0,D,2,672,0,0,-,17,SmarterCoffee
CGWqWs3z48oketxpui,9292,51067,tcp,-,21.835983,203,427,OTH,F,T,0,AdDa,11,643,16,1067,-,6,HomeMaticPlug
CtVpAqghezOjhTOB2,1025,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,MAXGateway
C9nnJm259Ae6jcCmfc,68,67,udp,dhcp,-,-,-,S0,T,T,0,D,1,328,0,0,-,17,MAXGateway
CXBZW23APwUP8iFDt7,0,0,unknown_transport,-,5.816321,0,0,OTH,T,T,0,-,2,64,0,0,-,2,MAXGateway
CpTxfu2V1kDnN3czX7,1024,123,udp,ntp,0.018746,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,MAXGateway
CX2tAT3BlGyWG8yZ17,50077,62910,tcp,-,50.633965,104,441,S1,T,T,0,ShAdDa,22,996,22,1325,-,6,MAXGateway
CHNU7J134UUBxSvFXh,5353,5353,udp,dns,0.752841,1384,0,S0,T,T,0,D,4,1496,0,0,-,17,Lightify
CtGuLG1VEiMa3I6WDk,49153,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,76,0,0,-,17,Lightify
CKgTHo18aWPhW6hySh,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,Lightify
CD32zQ2HGIBgar8kH4,49157,80,udp,-,0.030207,50,58,SF,T,F,0,Dd,1,78,1,86,-,17,Lightify
CdTq9z1H42pIU9Nksj,5353,5353,udp,dns,30.513995,14775,0,S0,T,T,0,D,55,16315,0,0,-,17,Lightify
CCOhxvSQM1HiDTO3c,68,67,udp,dhcp,49.115932,1232,0,S0,T,T,0,D,4,1344,0,0,-,17,Lightify
C04TgzIAeuxLAR318,0,0,unknown_transport,-,49.248774,0,0,OTH,T,T,0,-,2,64,0,0,-,2,Lightify
CW5WBL1jZUcxEKaGh6,0,0,unknown_transport,-,49.350160,0,0,OTH,T,T,0,-,2,64,0,0,-,2,Lightify
C3dmM53PUJ5SPS2Lm3,49158,80,udp,-,138.197045,18446,9185,SF,T,F,0,Dd,144,22478,144,13217,-,17,Lightify
CEfoTL13UPtajJTf49,49860,80,tcp,http,1.358159,137,201,SF,T,F,0,ShADadFf,6,457,4,417,-,6,D-LinkWaterSensor
CRWO3p18mJVRNDkXzg,5353,5353,udp,dns,9.393665,6824,0,S0,T,T,0,D,19,7356,0,0,-,17,D-LinkWaterSensor
CSedx9rzFAmSYusU2,41892,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkWaterSensor
CGP8dBmkaSnDjH0Cf,43738,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,99,0,0,-,17,D-LinkWaterSensor
Cc1MlY3HIWhbcoHw03,42477,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkWaterSensor
CcXdZiIzsVow1X2Xa,44597,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkWaterSensor
CJurrCq1DByM4FLM1,57336,443,tcp,ssl,0.794787,847,4637,RSTO,T,F,0,ShADadR,12,1479,9,5113,-,6,D-LinkWaterSensor
CgY8p39bREMiaNsp3,57338,443,tcp,ssl,1.202249,1593,4685,SF,T,F,0,ShADadFfR,14,2305,11,5265,-,6,D-LinkWaterSensor
CoPZRk1dWcWiVR8Zze,45396,80,tcp,http,0.941028,161,201,SF,T,F,0,ShADadfF,6,481,5,469,-,6,D-LinkWaterSensor
CBmu1H3BQuwCGrhu3h,57339,443,tcp,ssl,1.887296,735,4493,RSTO,T,F,0,ShADadR,12,1367,9,4969,-,6,D-LinkWaterSensor
ClRBCn2A4UDSkS8Awe,34034,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkWaterSensor
CNhU4N3042R9BdUdO7,54178,80,tcp,http,0.202450,266,488,SF,T,F,0,ShADadfF,5,534,5,756,-,6,D-LinkWaterSensor
CZvWuw4zme4WmkMC2a,50657,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkWaterSensor
CJYZT565xGTGFPcW1,53328,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,D-LinkWaterSensor
CMFrXf295UX95BLenk,45126,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,90,0,0,-,17,D-LinkWaterSensor
ClUsdl31eseIWEVmA5,58358,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,D-LinkWaterSensor
C1WjAG4zXF1d6yGYub,50733,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,65,0,0,-,17,D-LinkWaterSensor
CQP4KIbfyoWWgJN05,44225,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkWaterSensor
Che4YG1Xmyi7RGShN1,33243,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,98,0,0,-,17,D-LinkWaterSensor
CbU0qj2bczfbJcGk5j,38317,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkWaterSensor
CJhUW44X838nf1G0S2,45996,80,tcp,http,3.742451,166,196448,SF,T,F,0,ShADadtfF,85,3598,148,202768,-,6,D-LinkWaterSensor
Cuomo22VAMjbpIQzJj,52585,443,tcp,ssl,8.698130,1657,5122,SF,T,F,0,ShADadFfR,20,2477,17,5814,-,6,D-LinkWaterSensor
Cnv0Z7INgMtBWHLl5,52587,443,tcp,ssl,4.934009,543,4024,SF,T,F,0,ShADadtFfR,15,1175,15,4689,-,6,D-LinkWaterSensor
ChVFMI1AIXMMIANI67,46023,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,72,0,0,-,17,D-LinkWaterSensor
CMwqri3YIenQmektyb,45318,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,72,0,0,-,17,D-LinkWaterSensor
CPgJGA1pr5zaxmnl4k,143,0,icmp,-,-,-,-,OTH,T,F,0,-,1,76,0,0,-,58,D-LinkWaterSensor
C8iKYp1bTcyVk3AR51,133,134,icmp,-,3.999926,16,0,OTH,T,F,0,-,2,112,0,0,-,58,D-LinkWaterSensor
C1poNJ3tBIKtXeVOt7,57346,443,tcp,ssl,0.836452,884,4345,RSTO,T,F,0,ShADadR,10,1412,9,4821,-,6,D-LinkWaterSensor
C8yZPG1FSjPYrC9Sv5,57347,443,tcp,ssl,1.423748,896,564,RSTO,T,F,0,ShADadR,7,1268,7,936,-,6,D-LinkWaterSensor
CRhzFU2HzUs8rYaXcf,67,68,udp,dhcp,2.545972,798,0,S0,T,T,0,D,3,882,0,0,-,17,D-LinkWaterSensor
CATDMr1594CANYuNWh,48843,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkWaterSensor
Ca0qvH3foGCTJ5P5dh,5353,5353,udp,dns,28.173743,18510,0,S0,T,T,0,D,68,20414,0,0,-,17,D-LinkWaterSensor
CU716R3Uw1TABun2xa,51254,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,65,0,0,-,17,D-LinkWaterSensor
CAvy7x2IOmjF5ROvMb,0,0,unknown_transport,-,6.457936,0,0,OTH,T,T,0,-,2,80,0,0,-,2,D-LinkWaterSensor
C9UtmrbnJDzRvEcDj,44241,123,udp,ntp,0.170917,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,D-LinkWaterSensor
CKyfn54yjfJmLWFPD1,33948,123,udp,ntp,0.100813,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,D-LinkWaterSensor
CY5gIg3B0cIrBuevFb,0,0,unknown_transport,-,6.036077,0,0,OTH,T,T,0,-,5,200,0,0,-,2,D-LinkWaterSensor
Csxaii3f4HHYHtgK17,34831,443,tcp,ssl,20.099659,587,3981,S1,T,F,0,ShADad,16,1247,16,4633,-,6,D-LinkWaterSensor
CVz31S2NLzUsgGGDy2,68,67,udp,dhcp,0.023270,630,0,S0,T,T,0,D,2,686,0,0,-,17,D-LinkWaterSensor
CYHyzk397V4VMmjun9,5353,5353,udp,dns,1.802904,2715,0,S0,T,T,0,D,7,2911,0,0,-,17,D-LinkSwitch
C3O6hX1DK9Dx3OXoJe,52582,80,tcp,http,1.336337,137,660,SF,T,F,0,ShADadFf,6,457,4,876,-,6,D-LinkSwitch
CGkh0r4b7Ip5um04ie,5353,5353,udp,dns,0.020878,601,0,S0,T,T,0,D,2,657,0,0,-,17,D-LinkSwitch
CrpgOi4X2sP1N72yB5,54836,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkSwitch
Cli34m3RaTeAp5OXtc,54986,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkSwitch
CqquAnLnuR6G1Cgjk,46833,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,99,0,0,-,17,D-LinkSwitch
C67Udm46t0Rr4eCOV7,54630,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkSwitch
CHwhNa2L4HJVSk6Aw1,58514,443,tcp,ssl,0.652535,847,4653,RSTO,T,F,0,ShADadR,12,1479,9,5129,-,6,D-LinkSwitch
CGMz2G2uyhi7VLkl2k,58516,443,tcp,ssl,1.114649,2041,4685,SF,T,F,0,ShADadFfR,14,2753,11,5265,-,6,D-LinkSwitch
CFUsMz2XvxyIhW9Dn1,58517,443,tcp,ssl,1.659316,735,4493,RSTO,T,F,0,ShADadR,12,1367,9,4969,-,6,D-LinkSwitch
CwktMh1nav4JZVTCK6,38412,80,tcp,http,0.640515,199,206,SF,T,F,0,ShADadFf,6,519,4,422,-,6,D-LinkSwitch
CDb90Hu5maNG0nhd1,60783,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkSwitch
CWIjx8obIv3cg3lK6,34793,80,tcp,http,0.182389,306,493,SF,T,F,0,ShADadFf,6,626,4,709,-,6,D-LinkSwitch
CbulgH3l05K9qglbR7,39112,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkSwitch
CCVx2k2bdlKesasWHc,49028,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,65,0,0,-,17,D-LinkSwitch
CtPuzw4iCv0KiKpzG7,50397,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,D-LinkSwitch
