uid,files_fuid,files_id.orig_p,files_id.resp_p,files_source,files_depth,files_analyzers,files_mime_type,files_filename,files_duration,files_local_orig,files_is_orig,files_seen_bytes,files_total_bytes,files_missing_bytes,files_overflow_bytes,files_timedout,files_parent_fuid,files_md5,files_sha1,files_sha256,files_extracted,files_extracted_cutoff,files_extracted_size,http_id.orig_p,http_id.resp_p,http_trans_depth,http_method,http_uri,http_referrer,http_version,http_user_agent,http_origin,http_request_body_len,http_response_body_len,http_status_code,http_status_msg,http_info_code,http_info_msg,http_tags,http_username,http_password,http_proxied,http_orig_fuids,http_orig_filenames,http_orig_mime_types,http_resp_fuids,http_resp_filenames,http_resp_mime_types,conn_id.orig_p,conn_id.resp_p,conn_proto,conn_service,conn_duration,conn_orig_bytes,conn_resp_bytes,conn_conn_state,conn_local_orig,conn_local_resp,conn_missed_bytes,conn_history,conn_orig_pkts,conn_orig_ip_bytes,conn_resp_pkts,conn_resp_ip_bytes,conn_tunnel_parents,conn_ip_proto,dns_id.orig_p,dns_id.resp_p,dns_proto,dns_trans_id,dns_rtt,dns_query,dns_qclass,dns_qclass_name,dns_qtype,dns_qtype_name,dns_rcode,dns_rcode_name,dns_AA,dns_TC,dns_RD,dns_RA,dns_Z,dns_answers,dns_TTLs,dns_rejected,dns_opcode,dns_opcode_name,ssl_id.orig_p,ssl_id.resp_p,ssl_version,ssl_cipher,ssl_curve,ssl_server_name,ssl_resumed,ssl_last_alert,ssl_next_protocol,ssl_established,ssl_ssl_history,ssl_cert_chain_fps,ssl_client_cert_chain_fps,ssl_sni_matches_cert,weird_id.orig_p,weird_id.resp_p,weird_name,weird_addl,weird_notice,weird_peer,weird_source,ntp_id.orig_p,ntp_id.resp_p,ntp_version,ntp_mode,ntp_stratum,ntp_poll,ntp_precision,ntp_root_delay,ntp_root_disp,ntp_ref_id,ntp_ref_time,ntp_org_time,ntp_rec_time,ntp_xmt_time,ntp_num_exts,device
CqnhK6KbdP9ul1vDb,FJxdNL3Ss7n46XlQZb,56386.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,T,37.0,37,0.0,0.0,F,-,-,-,-,-,-,-,56386.0,80.0,1.0,POST,/api/,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,37.0,61.0,200,OK,-,-,(empty),-,-,-,FJxdNL3Ss7n46XlQZb,-,text/json,FkmqVRBJMVsSDHSYg,-,text/json,56386.0,80.0,tcp,http,0.022943,269,482,SF,T,T,0.0,ShADadfF,6.0,589.0,6.0,802.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
Cr21s73Pc3rCzJ25t6,FQkBAt1ddW7f5tYJJh,40627.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40627.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=13ac518a30dd783ec230bbfac48a5b9f&auth=3daa5bcfbcee937e02953e15775d64bd72b2c57c,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,FQkBAt1ddW7f5tYJJh,-,text/plain,F7x8392jTYJ2NsEOGg,-,text/plain,40627.0,80.0,tcp,http,0.038105,792,254,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,574.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CrTQEM3gM5pTm4Z7Oh,Fkkxz226ioXlptNxc2,40382.0,80.0,HTTP,0.0,(empty),application/xml,-,0.0,F,F,496.0,496,0.0,0.0,F,-,-,-,-,-,-,-,40382.0,80.0,1.0,GET,/router/firmware/query.aspx?model=DCH-S150_Ax_Default_FW_0120_908D78A8E143,-,1.1,-,-,0.0,496.0,200,OK,-,-,(empty),-,-,-,-,-,-,Fkkxz226ioXlptNxc2,-,application/xml,40382.0,80.0,tcp,http,1.391334,137,659,SF,T,F,0.0,ShADadFf,6.0,457.0,4.0,875.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkSensor
Crd0Z9FQdeb9LPS8i,FdQ7XHOcc2DMs1Hq6,60483.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,60483.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FdQ7XHOcc2DMs1Hq6,-,text/json,60483.0,80.0,tcp,http,0.021682,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CrfHA21i5YAM3sXVya,FTSdyl38A5PPTI4u5a,55983.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,22.0,-,0.0,0.0,F,-,-,-,-,-,-,-,55983.0,80.0,1.0,GET,/api/792c3bef656bfd83720765ec2f717b9c/lights/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,22.0,200,OK,-,-,(empty),-,-,-,-,-,-,FTSdyl38A5PPTI4u5a,-,text/json,55983.0,80.0,tcp,http,0.013763,205,443,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,711.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
Crom0s1kfHt7Zp7Jil,F15svE1mMK4ZTxczd,40613.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40613.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=2131c75b633375eb1acd857e33db6d7f&auth=3bc3e77915ad0c47c1159abf5245e4a3c1b7af0b,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,F15svE1mMK4ZTxczd,-,text/plain,FAICQGGf6NLlInOz,-,text/plain,40613.0,80.0,tcp,http,0.038736,792,254,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,574.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
Cry9lY28HTPuH1Fvxh,FBqrPG3urWBC6VBDhj,58787.0,80.0,HTTP,0.0,(empty),text/json,-,0.053391,T,F,32.0,-,0.0,0.0,F,-,-,-,-,-,-,-,58787.0,80.0,1.0,DELETE,/api/1d7a2f22157658516ebbad4748c9f43/rules/3,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,32.0,200,OK,-,-,(empty),-,-,-,-,-,-,FBqrPG3urWBC6VBDhj,-,text/json,58787.0,80.0,tcp,http,0.061177,272,453,SF,T,T,0.0,ShADadfF,7.0,644.0,7.0,825.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CsCPGa1LPbTee4gOW2,Fbojt54MkukW4eBkHb,42645.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,49.0,-,0.0,0.0,F,-,-,-,-,-,-,-,42645.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,49.0,200,OK,-,-,(empty),-,-,-,-,-,-,Fbojt54MkukW4eBkHb,-,text/json,42645.0,80.0,tcp,http,0.009501,205,470,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,738.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CsONvS3HPQJJQkZnc8,Fsud9h1Nti3X1I5sT5,50611.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,243.0,-,0.0,0.0,F,-,-,-,-,-,-,-,50611.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,243.0,200,OK,-,-,(empty),-,-,-,-,-,-,Fsud9h1Nti3X1I5sT5,-,text/json,50611.0,80.0,tcp,http,0.010483,201,664,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,932.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
Ct1zfq18gC5yl8vRck,FvyDX22cShtaiKj5vb,41908.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,451.0,-,0.0,0.0,F,-,-,-,-,-,-,-,41908.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,451.0,200,OK,-,-,(empty),-,-,-,-,-,-,FvyDX22cShtaiKj5vb,-,text/json,41908.0,80.0,tcp,http,0.008985,201,872,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1140.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CtN82x1GBvaSCScv4g,FKrukx2t8L1rvXSQ0i,40639.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40639.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=2ffdcc3a0fc6e5317fc139f455517c42&auth=b77fef681da39c0473c1a65079d4f55d3b37b823,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,FKrukx2t8L1rvXSQ0i,-,text/plain,FjcsoE43Pt6kp1tNZe,-,text/plain,40639.0,80.0,tcp,http,0.196427,792,255,SF,T,F,0.0,ShADadFf,7.0,1164.0,6.0,575.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CtoDXz3b4PKLIW3qTb,FCCjY44IxJK8ymHYlc,39931.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,39931.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FCCjY44IxJK8ymHYlc,-,text/json,39931.0,80.0,tcp,http,0.018778,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CtoLV22y8MJxc9nhMf,FMoq6e4NSteVlo4WX1,46699.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,451.0,-,0.0,0.0,F,-,-,-,-,-,-,-,46699.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,451.0,200,OK,-,-,(empty),-,-,-,-,-,-,FMoq6e4NSteVlo4WX1,-,text/json,46699.0,80.0,tcp,http,0.010052,201,872,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1140.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CtypYfpc7MYjfMJ6e,FRGcP83nnV2M7GKgkg,39306.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,F,F,310.0,310,0.0,0.0,F,-,-,-,-,-,-,-,39306.0,80.0,1.0,GET,/agent/upgrade?p=9iZSGU/YO91Rmzi3vmeuygk7mMcP8wEssHff4oL458NkYq1bZcOUSCiAHSm+wheGMhjs9C0B0B/znuTV+D3fvc1EeCrcozhG8npyv3b2cOysw2QXA++FFS93iZCTsbIQ&iv=XuZemv+Is0EIfaGD4G6GVg==,-,1.1,Wget/1.13 (linux-uclibc),-,0.0,310.0,200,OK,-,-,(empty),-,-,-,-,-,-,FRGcP83nnV2M7GKgkg,-,text/plain,39306.0,80.0,tcp,http,0.202767,308,493,SF,T,F,0.0,ShADadFf,6.0,628.0,4.0,709.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkHomeHub
Cv0aAfxmaLRDl4pOc,FYqZEehiLoTqNYtEl,48849.0,80.0,HTTP,0.0,(empty),-,-,0.0,T,T,592.0,592,0.0,0.0,F,-,-,-,-,-,-,-,48849.0,80.0,1.0,POST,/NotificationService/RequestHandler.ashx,-,1.1,-,-,592.0,672.0,200,OK,-,-,(empty),-,-,-,FYqZEehiLoTqNYtEl,-,-,FTDQ8n2fzq1xOvAHH3,-,-,48849.0,80.0,tcp,http,0.050233,1210,983,SF,T,F,0.0,ShADadfF,5.0,1478.0,5.0,1251.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CvE2KovM8fHKOwWV9,FAWEnJ2BIhYWXEzEXe,32862.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,32862.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FAWEnJ2BIhYWXEzEXe,-,text/json,32862.0,80.0,tcp,http,0.017608,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CvXWbB136yCzpnUtk9,FVzjHl1HW8i5qAHnrg,40645.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40645.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=a6e8c0554b66e9ad62aa3c0957ac6b2a&auth=d71aebeb32208a95e3a884af98007b8cd87b05dd,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,FVzjHl1HW8i5qAHnrg,-,text/plain,Fm4kDQ3u6zkMlSnet7,-,text/plain,40645.0,80.0,tcp,http,0.037275,792,254,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,574.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CvZXCzssqddkKSfPa,FqLdaD30ca6vnqQBR7,59831.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,59831.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FqLdaD30ca6vnqQBR7,-,text/json,59831.0,80.0,tcp,http,0.019578,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
Cvpif3RQc1sZln9U2,F4czrb4Xqcd9690PMl,36018.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,36018.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,F4czrb4Xqcd9690PMl,-,text/json,36018.0,80.0,tcp,http,0.011625,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
Cw3RYg4Jt9yeFgvvQg,FZ2Dl24f7e4Giob6Sl,46137.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,46137.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FZ2Dl24f7e4Giob6Sl,-,text/json,46137.0,80.0,tcp,http,0.017861,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
Cw6KONXivBnQKROP,FfVCLr3uM1Udn2no8,35565.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,35565.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FfVCLr3uM1Udn2no8,-,text/json,35565.0,80.0,tcp,http,0.017560,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CwK8DC1RPQvkLcM4V7,FDSVVrcrNuVdeKwbb,35280.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,464.0,-,0.0,0.0,F,-,-,-,-,-,-,-,35280.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,464.0,200,OK,-,-,(empty),-,-,-,-,-,-,FDSVVrcrNuVdeKwbb,-,text/json,35280.0,80.0,tcp,http,0.017714,201,885,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,1153.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CwWq9O1t5zgs8TS8Q3,Feg9P73y3USuYvJKv1,40650.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,T,T,128.0,-,0.0,0.0,F,-,-,-,-,-,-,-,40650.0,80.0,1.0,POST,/queue/getmessage?duration=180000&interval=25&sso=91c2b44e0cc2e21ed49576ab6732c15b5c8a86e5f4211feb4a1e9a086dddf9d2663e7c6b035a33b43dd98c6168842c6bb4db90d7a83e0ad2cd8bf0010e8814e9836421ead32d055f3e05c80ba69c0955770db808bd9918cf1e9f2eb8ad0b227a626246c01274a1ddbc7663ca1a01aec93f5a829577f38c832649cf73f72a0c0d2fbe75ecf4adb27e0fe3bf0d10027b873f056baefe608d4d85f0fd8413d0a6ed3afe12cb943d5b384576983a1fc606ce661ee9090c3bfde87fa5e66716ac060b&i=865ff7fd85143f08aa19e457976bfab7&auth=b79132d843a4317749f6ab34821f89e2fa51697a,-,1.1,-,-,128.0,32.0,200,OK,-,-,(empty),-,-,-,Feg9P73y3USuYvJKv1,-,text/plain,F9qTEm1yraiC4dq2fa,-,text/plain,40650.0,80.0,tcp,http,0.046492,792,255,SF,T,F,0.0,ShADadfF,6.0,1112.0,6.0,575.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CwYQKr4MmPavRW3Zaj,FLMv8P1cpnGNMd0kkh,50858.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,22.0,-,0.0,0.0,F,-,-,-,-,-,-,-,50858.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors/new,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,22.0,200,OK,-,-,(empty),-,-,-,-,-,-,FLMv8P1cpnGNMd0kkh,-,text/json,50858.0,80.0,tcp,http,0.011342,205,443,SF,T,T,0.0,ShADadfF,5.0,473.0,5.0,711.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CwktMh1nav4JZVTCK6,FhCnxOCXzimXCuEDl,38412.0,80.0,HTTP,0.0,(empty),text/plain,-,0.0,F,F,32.0,32,0.0,0.0,F,-,-,-,-,-,-,-,38412.0,80.0,1.0,GET,/dst?timezone=Europe/Berlin&ts=1473164354&hash=52cb95c648c15f7846b4302173874abf,-,1.1,Wget/1.13 (linux-uclibc),-,0.0,32.0,200,OK,-,-,(empty),-,-,-,-,-,-,FhCnxOCXzimXCuEDl,-,text/plain,38412.0,80.0,tcp,http,0.640515,199,206,SF,T,F,0.0,ShADadFf,6.0,519.0,4.0,422.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkSwitch
Cwvrc14XvNy6o7wR9h,FE3SxfIvnIVOLk4lb,45077.0,80.0,HTTP,0.0,(empty),application/soap+xml,-,0.0,T,T,487.0,487,0.0,0.0,F,-,-,-,-,-,-,-,45077.0,80.0,1.0,POST,/HNAP1/,-,1.1,ksoap2-android/2.6.0+,-,487.0,350.0,200,OK,-,-,(empty),-,-,-,FE3SxfIvnIVOLk4lb,-,application/soap+xml,FAERWP1R2D2cc8Gz0i,-,application/soap+xml,45077.0,80.0,tcp,http,0.472503,803,558,SF,T,T,0.0,ShADadfF,5.0,1071.0,5.0,826.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-LinkCam
CxE1rtaMNwdfKY3i,FxYRo92xYndqJ3Upw3,48131.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,243.0,-,0.0,0.0,F,-,-,-,-,-,-,-,48131.0,80.0,1.0,GET,/api/1d7a2f22157658516ebbad4748c9f43/sensors,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,243.0,200,OK,-,-,(empty),-,-,-,-,-,-,FxYRo92xYndqJ3Upw3,-,text/json,48131.0,80.0,tcp,http,0.010942,201,664,SF,T,T,0.0,ShADadfF,6.0,521.0,5.0,932.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueSwitch
CxMO9d4Or1qjPlucJh,FfiTgs3strKYsbhqV3,38435.0,80.0,HTTP,0.0,(empty),text/json,-,0.0,T,F,70.0,-,0.0,0.0,F,-,-,-,-,-,-,-,38435.0,80.0,1.0,GET,/api/57d6406d605adb545235c2976a5bf820,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,70.0,200,OK,-,-,(empty),-,-,-,-,-,-,FfiTgs3strKYsbhqV3,-,text/json,38435.0,80.0,tcp,http,0.014325,194,491,SF,T,T,0.0,ShADadfF,5.0,462.0,5.0,759.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
CxQb5z3M7x6KdZlNs5,FFxOwj1Gu1bxNMygaa,42952.0,80.0,HTTP,0.0,(empty),text/json,-,0.001725,T,F,1553.0,-,0.0,0.0,F,-,-,-,-,-,-,-,42952.0,80.0,1.0,GET,/api/792c3bef656bfd83720765ec2f717b9c,-,1.1,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N7505 Build/LMY47X),-,0.0,1553.0,200,OK,-,-,(empty),-,-,-,-,-,-,FFxOwj1Gu1bxNMygaa,-,text/json,42952.0,80.0,tcp,http,0.045909,194,1974,SF,T,T,0.0,ShADadftF,7.0,578.0,7.0,3253.0,-,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HueBridge
